GENESIS-Tabelle: 12411-0018
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2020;07334;Germersheim, Landkreis;1945;2015;2453;3147;1895;1353;3576;3659;4232;4201;3928;4041;5334;5623;4906;6625;5304;1830;1870;2377;2851;1709;1213;3235;3459;3976;4040;3878;4118;5240;5487;4919;7127;7440
31.12.2020;07335;Kaiserslautern, Landkreis;1815;1813;2068;2548;1579;1125;2716;2709;3075;3039;3039;3005;4080;4658;4214;6095;4674;1809;1671;1886;2384;1511;1011;2330;2596;3194;3271;3088;3191;4146;4704;4337;6232;6707
31.12.2020;07336;Kusel, Landkreis;1020;1001;1221;1471;916;725;1790;1835;1955;1965;1856;1925;2784;3302;3083;4630;3342;922;930;1146;1417;921;591;1489;1687;1958;1912;1866;2048;2790;3188;3073;4593;4753
31.12.2020;07337;Südliche Weinstraße, Landkreis;1491;1610;1995;2460;1544;1142;2655;2756;3092;3226;3114;3214;4643;5189;4388;6721;5360;1302;1530;1929;2269;1349;977;2395;2627;3093;3236;3129;3498;4768;5172;4541;7077;7291
31.12.2020;07338;Rhein-Pfalz-Kreis;2329;2588;3052;3541;2078;1462;3809;3773;4660;4743;4723;4522;6161;6931;5888;8334;7744;2199;2316;2847;3294;2044;1358;3219;3592;4483;4782;4724;4633;6425;7000;5900;9171;10429
31.12.2020;07339;Mainz-Bingen, Landkreis;2994;3340;4264;5227;3210;2152;5597;5249;5813;6313;6474;6735;9104;9338;7800;11312;9430;2863;3023;3940;4934;2996;2059;4760;4777;5888;6596;6789;6957;9210;9533;8258;12010;12580
31.12.2020;07340;Südwestpfalz, Landkreis;1150;1251;1482;1857;1243;894;2274;2408;2701;2513;2509;2676;3966;4507;4145;6054;5208;1097;1159;1509;1828;1113;750;1880;2234;2547;2520;2553;2796;3973;4628;4084;6307;7096
31.12.2020;08111;Stuttgart, kreisfreie Stadt;9419;8706;10422;13476;7959;5752;20480;28135;30780;25618;21890;20884;22827;21920;16902;23836;25715;8777;8267;9948;12860;7352;5440;19796;26970;28200;23712;21178;19654;21454;20483;16819;27600;37074
31.12.2020;08115;Böblingen, Landkreis;6428;6450;7858;9644;5976;3959;11096;12211;13960;13138;12615;12536;15666;15581;12636;17254;18353;6157;6214;7540;9128;5446;3690;9579;11205;13217;12969;12640;12423;15210;15108;12948;19731;24332
31.12.2020;08116;Esslingen, Landkreis;8215;7906;9757;12724;8005;5421;16153;17735;18819;17410;16935;17532;21577;21983;17334;23805;25181;7566;7570;9400;12028;7367;5019;13720;15493;17001;16594;16620;17197;21277;20986;17549;27553;34185
31.12.2020;08117;Göppingen, Landkreis;3786;4007;4798;6061;3834;2699;7804;8054;8564;8087;7824;8094;10352;10952;8970;12705;12411;3653;3739;4633;5929;3663;2417;6407;7105;7739;7725;7576;8078;10199;10352;9069;14228;17267
31.12.2020;08118;Ludwigsburg, Landkreis;8714;8753;10692;13231;8049;5523;15338;17116;19451;18118;18001;17650;22213;21880;17437;24166;24164;8110;8343;10108;12699;7619;4979;13637;15811;18417;17595;17554;17635;21565;20984;18040;27589;33790
31.12.2020;08119;Rems-Murr-Kreis;6487;6578;7962;10226;6565;4452;12210;13089;13780;13115;12790;13463;17541;18139;14548;20117;20207;6201;6189;7727;9624;6206;4088;10862;11848;13038;12938;13033;13551;17432;17690;14663;22836;28091
31.12.2020;08121;Heilbronn, kreisfreie Stadt;1990;2035;2511;3057;1899;1317;4267;5240;5265;4528;4229;4066;4628;4544;3701;5194;5285;1921;1921;2244;2909;1752;1249;3877;4274;4243;3895;3923;3897;4269;4291;3840;6250;7947
31.12.2020;08125;Heilbronn, Landkreis;5676;5606;6752;8307;5195;3643;10148;10790;12087;11375;11266;11416;14164;14642;12161;16462;14160;5265;5169;6341;8000;5065;3416;8618;9622;10979;10888;10738;11062;13777;14259;11783;18046;19485
31.12.2020;08126;Hohenlohekreis;1791;1638;2104;2832;1712;1242;3492;3640;3977;3793;3419;3563;4559;4860;4120;5579;4565;1641;1702;1993;2555;1664;1078;2884;3206;3565;3232;3318;3502;4472;4623;4062;5884;6498
31.12.2020;08127;Schwäbisch Hall, Landkreis;3113;3248;3838;4764;3102;2246;5971;6441;6956;6858;6077;6211;7850;8212;7027;9930;7453;2968;3014;3674;4631;2947;2020;5033;5693;6266;6123;5776;6036;7633;8009;7095;10600;11045
31.12.2020;08128;Main-Tauber-Kreis;1902;1906;2384;2996;1998;1404;3770;4010;4181;4081;3799;3981;5269;5665;5065;7554;6261;1794;1739;2147;2925;1932;1272;3183;3332;3711;3793;3822;4072;5137;5629;5069;8054;8847
31.12.2020;08135;Heidenheim, Landkreis;1926;1945;2499;3236;2028;1489;4050;4073;4390;4195;4135;4080;5121;5415;4629;6691;6230;1850;1966;2338;3092;1999;1244;3296;3575;3933;3957;3823;4087;5071;5261;4730;7243;9215
31.12.2020;08136;Ostalbkreis;4627;4556;5875;7570;4806;3550;9778;10126;10372;9796;9381;10083;12558;12925;11167;15627;13777;4390;4471;5454;7250;4703;3302;8793;8935;9450;9204;9251;9822;12089;12674;11238;16980;19714
31.12.2020;08211;Baden-Baden, kreisfreie Stadt;720;765;894;1201;730;483;1490;1576;1633;1595;1590;1612;2144;2206;1907;2945;3173;705;663;809;1023;721;476;1232;1408;1597;1620;1678;1705;2322;2370;2092;3612;4752
31.12.2020;08212;Karlsruhe, kreisfreie Stadt;4111;3863;5010;6085;3703;3510;15282;15809;14099;11404;9590;9262;11188;11025;8771;12573;12444;3828;3839;4523;5720;3426;2699;10861;12305;11632;10248;9055;8896;10732;10713;9046;14595;18589
31.12.2020;08215;Karlsruhe, Landkreis;6355;6577;8512;10678;6582;4464;12790;13361;14585;14371;13599;14266;18368;19197;15805;22910;20105;6164;6257;8109;9707;5980;4090;10576;11660;13335;13651;13631;14209;18136;19130;16170;25294;28228
31.12.2020;08216;Rastatt, Landkreis;3353;3421;4250;5292;3374;2403;6405;6653;7417;7369;6909;7138;9404;10241;8769;12316;10597;3151;3175;3992;5010;3217;2167;5458;6051;6790;7122;6944;7229;9374;9936;8748;13273;15143
31.12.2020;08221;Heidelberg, kreisfreie Stadt;2287;2177;2550;2994;1710;1839;7432;7717;7378;6236;4693;4161;5035;4712;3888;5791;5664;2257;2028;2405;2966;1689;2065;9402;8061;7083;6127;4711;4241;4784;4971;4211;6966;8510
31.12.2020;08222;Mannheim, kreisfreie Stadt;4701;4453;5414;6513;3946;3266;11857;13527;13669;11646;9757;9509;11479;11245;8923;12453;11904;4423;4233;4898;6058;3698;2929;11873;12726;12037;10380;9491;9396;10700;10733;9240;14989;17655
31.12.2020;08225;Neckar-Odenwald-Kreis;2084;2085;2508;3278;2261;1555;4395;4411;4541;4288;4101;4304;5920;6422;5643;7997;6458;1860;1988;2445;3170;2048;1426;3367;3591;3958;3993;4057;4485;5696;6391;5705;8306;9060
31.12.2020;08226;Rhein-Neckar-Kreis;7939;8379;10589;13137;7981;5417;14944;15936;17168;16833;16534;16542;22638;23152;19119;27583;25748;7453;7905;9933;12291;7359;5037;13186;14502;16415;17217;17125;17187;22698;23313;19993;31467;35513
31.12.2020;08231;Pforzheim, kreisfreie Stadt;2135;1970;2549;3054;1855;1401;4166;4647;4927;4316;3916;3728;4470;4503;3902;5310;5226;2135;2016;2374;2915;1767;1232;3881;4326;4265;3816;3759;3731;4358;4478;4057;6577;8254
31.12.2020;08235;Calw, Landkreis;2408;2484;3157;3913;2485;1798;4703;4799;5247;4907;4797;5053;6317;7067;5859;8190;7146;2263;2292;2799;3657;2340;1556;4048;4063;4781;4620;4662;4969;6240;6812;5973;8745;9999
31.12.2020;08236;Enzkreis;3013;3032;3761;4861;3045;2229;5822;5671;6048;6140;5991;6035;8241;8733;7187;9911;9359;2899;3010;3566;4441;2867;1966;4907;5002;5760;6172;5779;6106;8367;8647;7274;10925;12985
31.12.2020;08237;Freudenstadt, Landkreis;1704;1705;2185;2885;1928;1360;3560;3731;3772;3518;3476;3736;4846;5143;4395;6138;5090;1644;1705;2025;2733;1791;1182;2948;3192;3381;3441;3356;3694;4752;5151;4413;6305;7479
31.12.2020;08311;Freiburg im Breisgau, kreisfreie Stadt;3618;3374;4071;4833;2872;2281;9101;10561;10378;8439;6830;6197;7428;7435;6177;8645;8002;3424;3219;3846;4740;2929;2612;11907;11628;10250;8330;6937;6501;7632;7580;6687;10210;12266
31.12.2020;08315;Breisgau-Hochschwarzwald, Landkreis;4082;4073;5153;6421;4098;2802;7393;7700;8057;7969;7631;7683;10555;10869;9298;13919;12917;3731;3909;4828;6157;3673;2529;6374;7069;7661;7921;7824;8164;10819;11244;9708;15309;17327
31.12.2020;08316;Emmendingen, Landkreis;2554;2585;3183;4027;2682;1722;4697;4750;5209;5195;4840;5075;6803;7133;5989;8726;7430;2411;2503;3038;3761;2351;1523;4005;4281;4959;5116;4998;5219;6739;7230;6238;9360;10530
31.12.2020;08317;Ortenaukreis;6511;6594;8321;10420;6592;4592;12758;13232;14450;13461;12611;13229;17511;18516;15594;22465;19037;6193;6408;7761;10104;6172;4225;10835;11836;13189;12694;12427;13167;17054;17895;15832;23707;27187
31.12.2020;08325;Rottweil, Landkreis;2207;2228;2751;3426;2202;1502;4061;4282;4470;4178;4150;4297;5753;6070;5115;6913;6496;2071;2088;2553;3218;2117;1407;3474;3821;4218;4035;3899;4281;5531;5847;4969;7501;9035
31.12.2020;08326;Schwarzwald-Baar-Kreis;3258;3074;3986;4976;3080;2164;6435;6624;7448;6549;6225;6160;7995;8651;7632;10816;10420;3198;3075;3682;4855;2995;2013;5391;6023;6597;6251;6058;6166;8007;8482;7736;12013;14837
31.12.2020;08327;Tuttlingen, Landkreis;2332;2263;2955;3618;2354;1552;4494;4655;4943;4741;4421;4497;5382;5687;4804;6602;6029;2307;2233;2793;3496;2197;1383;3675;4037;4555;4216;4291;4293;5199;5394;4858;7081;8345
31.12.2020;08335;Konstanz, Landkreis;4201;4244;5226;6471;4065;3091;10291;9876;9324;8515;7815;7974;10844;11375;9452;13511;13252;3959;3985;4958;6384;3875;3243;10087;8995;8813;8720;8223;8565;11493;11853;9822;15365;19009
31.12.2020;08336;Lörrach, Landkreis;3410;3554;4500;5811;3525;2372;6138;6737;7316;7228;6635;6857;9201;9643;8195;11015;10133;3285;3367;4366;5493;3299;2067;5561;6244;7121;7211;7030;7217;9523;9951;8405;12072;14360
31.12.2020;08337;Waldshut, Landkreis;2387;2677;3443;4399;2755;1869;4805;5123;5315;5326;5012;5076;6632;7224;6167;8985;7785;2285;2522;3271;4208;2512;1698;4129;4498;5221;5252;5056;5163;6569;7132;6360;9673;10708
31.12.2020;08415;Reutlingen, Landkreis;4438;4529;5509;6937;4376;3069;8683;8889;9419;9146;8483;9064;11595;11820;9905;13680;13030;4189;4213;5131;6622;4183;2791;7716;7764;8949;8688;8608;9217;11261;11801;10151;15189;18452
31.12.2020;08416;Tübingen, Landkreis;3544;3575;4168;5184;3298;2494;8815;9128;8539;7585;6464;6335;8106;8469;7313;10024;8339;3225;3407;4001;5015;3168;2786;10393;9257;8142;7339;6404;6606;8197;8697;7673;10850;11931
31.12.2020;08417;Zollernalbkreis;2704;2689;3427;4431;2782;2044;5504;5770;6244;5790;5362;5902;7521;8284;7118;9855;8752;2625;2619;3273;4190;2621;1850;4538;5184;5545;5482;5277;5912;7485;8116;7148;10801;13017
31.12.2020;08421;Ulm, kreisfreie Stadt;1917;1791;2335;2814;1699;1312;4991;5821;5550;4471;4007;3914;4491;4194;3315;5088;5035;1800;1664;2188;2763;1576;1362;4837;5065;4850;4260;3905;3777;4237;4097;3790;6183;7306
31.12.2020;08425;Alb-Donau-Kreis;3190;3206;3900;5047;3289;2247;6067;6198;6710;6420;6223;6380;8013;8370;6890;9626;8222;3063;3025;3815;4744;3036;1999;5243;5444;6054;5867;5990;6161;7721;7984;6861;9843;11356
31.12.2020;08426;Biberach, Landkreis;3311;3408;4152;5187;3237;2181;6032;6428;7120;6736;6284;6592;8191;8224;7001;9769;7978;3286;3183;3987;4922;3057;2037;5194;5690;6595;6393;5958;6420;7812;7840;7104;9963;10978
31.12.2020;08435;Bodenseekreis;3106;3212;3899;5089;3311;2282;6100;6443;6873;6617;6503;6483;8596;8808;7471;11068;11489;3031;2995;3809;4815;3045;2099;5394;5904;6628;6577;6398;6610;8721;9035;7786;12766;14938
31.12.2020;08436;Ravensburg, Landkreis;4504;4389;5463;7077;4418;3214;9198;9429;9827;8714;8590;8974;11449;11430;9541;13770;12459;4229;4238;5190;6607;4133;2952;8247;8344;8997;8633;8401;8899;11374;11464;9877;14947;16910
31.12.2020;08437;Sigmaringen, Landkreis;1909;1970;2506;3184;2088;1429;4258;4206;4345;3880;3712;3994;5172;5845;4854;6710;5654;1859;1883;2307;3042;1880;1397;3477;3456;3786;3787;3598;3957;5168;5703;4806;7066;8058
31.12.2020;09161;Ingolstadt, kreisfreie Stadt;2322;2154;2654;3088;1828;1372;4500;5390;6356;5480;4774;4314;5036;4829;4008;5597;5499;2277;2063;2455;2893;1735;1156;3590;4714;5364;4839;4443;4259;4697;4625;4198;6522;7921
31.12.2020;09162;München, kreisfreie Stadt;25007;22321;26662;30385;17176;12645;46939;65092;71652;59807;50871;47849;54188;48171;36262;53373;57505;23831;21884;25428;28897;16540;12060;45811;68043;71100;59623;52315;48165;52055;48718;38929;66533;82365
31.12.2020;09163;Rosenheim, kreisfreie Stadt;1020;939;1082;1420;900;628;2067;2499;2649;2217;2054;2010;2422;2341;1801;2720;2704;964;861;1083;1370;824;581;1980;2263;2203;2038;2004;1999;2269;2370;1850;3441;4018
31.12.2020;09171;Altötting, Landkreis;1773;1657;2081;2648;1674;1116;3160;3387;3505;3536;3326;3521;4488;4706;4001;5688;4982;1624;1663;2059;2423;1582;1051;2793;2957;3227;3357;3227;3390;4336;4615;4054;6549;7498
31.12.2020;09172;Berchtesgadener Land, Landkreis;1454;1523;1874;2265;1434;1002;3194;3472;3654;3435;3127;3102;4184;4129;3494;5343;5634;1379;1429;1736;2142;1309;940;2732;3111;3281;3279;3110;3129;4132;4350;3611;6357;7980
31.12.2020;09173;Bad Tölz-Wolfratshausen, Landkreis;2018;2000;2477;3108;1880;1363;3598;3678;4014;3850;3909;3921;5349;5398;4392;6024;6331;1867;1889;2274;2865;1800;1265;3141;3264;3841;3904;4022;4112;5473;5350;4414;6878;8543
31.12.2020;09174;Dachau, Landkreis;2493;2432;3212;3756;2254;1578;4630;4805;5304;5374;5440;5224;6500;6369;4989;6742;6357;2463;2392;2838;3621;2184;1501;3832;4392;4999;5309;5433;5116;6399;6179;4891;7551;8558
31.12.2020;09175;Ebersberg, Landkreis;2276;2299;3164;3848;2295;1592;4368;4127;4421;4739;4949;4947;6502;5814;4521;5859;6327;2070;2278;2959;3582;2086;1449;3576;3610;4236;4871;4986;4895;6215;5781;4464;6536;8449
31.12.2020;09176;Eichstätt, Landkreis;2317;2299;2853;3376;2109;1469;4099;4123;4669;4662;4623;4360;5434;5378;4618;6086;4998;2261;2238;2710;3109;1985;1329;3667;3633;4347;4461;4195;4121;5001;5223;4502;6222;6692
31.12.2020;09177;Erding, Landkreis;2166;2301;2823;3426;2168;1503;4231;4341;4557;4504;4949;4850;6410;6082;4577;6077;4979;2044;2084;2606;3263;2041;1419;3882;3921;4340;4573;4689;4790;5981;5829;4479;6351;6655
31.12.2020;09178;Freising, Landkreis;2898;2859;3581;4328;2680;1971;6375;6873;7001;6665;6357;6487;7694;7388;5720;6950;6330;2658;2721;3340;4055;2489;1720;5569;5951;6194;6118;5983;5797;7295;6941;5366;7670;8289
31.12.2020;09179;Fürstenfeldbruck, Landkreis;3377;3365;4440;5408;3215;2160;6187;6058;6754;6798;7189;7170;9210;8647;6582;9694;11182;3108;3295;4234;5111;3127;2099;5179;5658;6512;6876;7395;7170;8863;8803;6975;11795;15104
31.12.2020;09180;Garmisch-Partenkirchen, Landkreis;1264;1209;1489;1885;1128;818;2488;2707;2611;2390;2422;2572;3440;3801;2881;4636;5035;1146;1149;1403;1752;1066;771;2186;2410;2489;2461;2624;2716;3716;3899;3071;5420;7224
31.12.2020;09181;Landsberg am Lech, Landkreis;1763;1873;2385;2991;1869;1264;3578;3567;3756;3713;3802;3767;5306;5250;4262;5830;5407;1706;1814;2285;2880;1794;1210;3041;2874;3374;3608;3732;3897;5360;5422;4188;6439;7012
31.12.2020;09182;Miesbach, Landkreis;1400;1486;1853;2435;1368;996;2752;2828;2973;2925;2928;3149;4352;4162;3411;4724;5252;1387;1375;1733;2224;1360;901;2267;2621;2926;2985;3153;3269;4391;4457;3381;5546;7213
31.12.2020;09183;Mühldorf am Inn, Landkreis;1774;1831;2341;2806;1716;1197;3538;3708;4050;3820;3721;3847;4864;4892;4200;5763;4786;1686;1684;2152;2563;1582;1165;3052;3215;3579;3403;3546;3607;4566;4737;4105;6279;6708
31.12.2020;09184;München, Landkreis;4950;5576;7266;9382;5484;3637;11246;10356;11048;11124;11710;11851;14798;13487;9928;14158;17796;4888;5212;6933;8929;5146;3196;8815;8840;10269;11352;12159;12137;14351;13200;10181;17046;23234
31.12.2020;09185;Neuburg-Schrobenhausen, Landkreis;1525;1559;1987;2374;1488;1008;2884;2998;3283;3318;3350;3146;3971;4105;3486;4688;3942;1459;1513;1879;2322;1389;947;2490;2725;2925;3179;3043;3073;3770;3939;3493;5006;5466
31.12.2020;09186;Pfaffenhofen an der Ilm, Landkreis;2172;2085;2569;3088;1827;1303;3774;4036;4758;4769;4494;4256;5400;5527;4472;5901;5057;1969;2020;2541;2874;1790;1207;3250;3508;4263;4533;4077;3977;4979;5267;4397;6305;6683
31.12.2020;09187;Rosenheim, Landkreis;4065;3951;4969;6255;3958;2770;7541;7718;8108;8029;7632;8101;10940;10901;9007;13237;12332;3570;3726;4812;5691;3751;2461;6457;6852;7695;7727;7839;8426;11203;11289;9247;14876;16585
31.12.2020;09188;Starnberg, Landkreis;1831;2030;2758;3608;2199;1492;3625;3365;3328;3643;3999;4314;5843;5722;4331;6248;7821;1766;1896;2691;3427;2141;1406;3140;2932;3387;3983;4492;4761;6083;5978;4641;7563;10166
31.12.2020;09189;Traunstein, Landkreis;2591;2540;3148;4027;2542;1776;5082;5415;5568;5389;5114;5410;6988;7419;6329;9400;8863;2404;2412;3004;3949;2431;1604;4377;4838;5226;5169;5132;5464;7129;7640;6461;10433;12211
31.12.2020;09190;Weilheim-Schongau, Landkreis;2043;2158;2694;3275;1996;1454;3838;3903;4140;4147;3968;3981;5500;5839;4773;6900;6909;2002;1986;2567;3146;1866;1321;3277;3465;3975;4047;4071;4112;5777;5849;4821;7549;8785
31.12.2020;09261;Landshut, kreisfreie Stadt;1058;1018;1243;1646;898;670;2250;2835;2880;2540;2372;2371;2895;2637;2043;3192;3123;1064;994;1219;1529;898;635;2143;2657;2632;2386;2407;2337;2813;2599;2351;3961;4769
31.12.2020;09262;Passau, kreisfreie Stadt;643;604;738;952;562;485;2264;2555;2330;1783;1399;1430;1689;1782;1562;2415;2293;641;597;758;906;569;567;2562;2193;1961;1593;1368;1328;1733;1766;1752;3034;3601
31.12.2020;09263;Straubing, kreisfreie Stadt;660;595;764;1012;612;448;1467;1821;1915;1697;1600;1504;1890;1922;1645;2426;1982;616;594;678;925;586;389;1322;1548;1510;1443;1390;1412;1722;1896;1690;2821;3110
31.12.2020;09271;Deggendorf, Landkreis;1595;1612;2137;2546;1726;1320;4022;4147;3898;3832;3642;3826;4763;5113;4409;6389;4805;1507;1573;1946;2519;1636;1159;3300;3476;3502;3481;3584;3789;4664;5079;4550;6895;7037
31.12.2020;09272;Freyung-Grafenau, Landkreis;1004;1026;1343;1623;1095;854;2293;2291;2316;2293;2219;2510;3205;3514;3318;4948;3223;980;1036;1215;1481;1041;754;1991;2104;2148;2193;2110;2504;3150;3658;3299;4791;4825
31.12.2020;09273;Kelheim, Landkreis;1935;1917;2403;3111;1855;1362;3797;3966;4341;4196;4030;4198;5098;5234;4390;5927;4679;1877;1772;2337;2815;1875;1206;3275;3445;3834;3852;3948;3895;4799;4910;4226;6347;6538
31.12.2020;09274;Landshut, Landkreis;2524;2628;3226;4026;2482;1639;4793;4760;5294;5342;5418;5432;6959;7032;5783;7964;6217;2332;2562;3022;3826;2335;1539;4164;4080;4824;5088;5055;5379;6556;6805;5570;8301;8234
31.12.2020;09275;Passau, Landkreis;2546;2645;3417;4279;2797;2021;5529;5621;5845;5779;5859;6275;7935;8181;7577;11123;8571;2477;2553;3305;3968;2577;1745;4867;5118;5473;5640;5576;6087;7786;8346;7567;11977;12392
31.12.2020;09276;Regen, Landkreis;996;1098;1345;1687;1099;783;2187;2301;2532;2291;2214;2455;3115;3292;3167;4779;3202;1002;1038;1181;1487;1073;699;1953;2009;2201;2118;2218;2442;3075;3317;3130;4923;4904
31.12.2020;09277;Rottal-Inn, Landkreis;1765;1778;2144;2785;1737;1255;3837;3914;3787;3748;3737;3948;4982;5128;4546;6499;5421;1569;1597;2069;2648;1698;1186;3353;3336;3489;3588;3443;3594;4834;5119;4661;6915;7690
31.12.2020;09278;Straubing-Bogen, Landkreis;1589;1546;1941;2364;1531;1118;2942;2951;3275;3203;3182;3381;4413;4450;3844;5378;3926;1471;1477;1799;2369;1471;959;2541;2534;3084;3086;3145;3369;4188;4283;3802;5534;5599
31.12.2020;09279;Dingolfing-Landau, Landkreis;1482;1436;1847;2237;1403;987;2927;3297;3681;3266;3284;3345;4006;4211;3642;4929;3762;1463;1347;1613;2146;1357;927;2455;2787;3017;3015;2830;3043;3725;3982;3602;4994;5199
31.12.2020;09361;Amberg, kreisfreie Stadt;557;534;668;929;567;411;1287;1458;1574;1380;1256;1170;1590;1684;1533;2216;1943;576;526;691;798;529;385;1082;1194;1272;1131;1172;1184;1580;1733;1579;2659;3204
31.12.2020;09362;Regensburg, kreisfreie Stadt;2231;2021;2398;2960;1757;1363;5837;7548;8089;5956;4568;4369;5053;4825;3982;5665;5389;2173;1851;2346;2869;1602;1398;6431;7628;7212;5498;4683;4482;5183;5057;4347;6944;8555
31.12.2020;09363;Weiden in der Oberpfalz, kreisfreie Stadt;588;555;672;869;561;421;1418;1485;1513;1196;1196;1214;1671;1652;1462;2114;1997;544;538;649;849;555;391;1239;1329;1288;1274;1201;1301;1666;1801;1525;2638;3163
31.12.2020;09371;Amberg-Sulzbach, Landkreis;1714;1372;1674;2318;1449;1079;2964;2990;3258;3006;3005;3209;4353;4822;4269;5639;4519;1507;1373;1685;2123;1392;988;2547;2652;3012;2879;2922;3135;4196;4691;4101;5755;6400
31.12.2020;09372;Cham, Landkreis;1769;1845;2236;2777;1866;1182;3761;3911;4031;3974;3809;4240;5280;5606;5061;7511;5433;1739;1672;2172;2647;1707;1238;3233;3422;3781;3754;3685;4062;5012;5498;4946;7461;7773
31.12.2020;09373;Neumarkt in der Oberpfalz, Landkreis;2134;2106;2556;3150;1886;1471;4222;4256;4525;4419;4273;4496;5793;5985;4994;6950;5141;2088;1892;2469;2990;1853;1310;3588;3772;4016;4033;4055;4252;5487;5686;4940;6971;7466
31.12.2020;09374;Neustadt an der Waldnaab, Landkreis;1571;1307;1615;2129;1302;964;2692;2731;2904;2949;2680;2943;3971;4340;3765;5350;3911;1577;1229;1524;1972;1306;912;2359;2460;2816;2752;2675;2920;4042;4194;3672;5340;5771
31.12.2020;09375;Regensburg, Landkreis;2879;3002;3912;4696;2884;2050;5409;5494;6062;6320;6305;6447;8300;8437;7143;10181;7707;2817;2954;3556;4430;2731;1788;4751;4860;5693;6113;6293;6435;8003;8331;7209;10698;10385
31.12.2020;09376;Schwandorf, Landkreis;2164;2150;2687;3226;2141;1529;4393;4747;4987;4680;4766;4888;6080;6653;5571;7902;6058;2043;2000;2486;3195;2014;1389;3877;4075;4397;4480;4496;4710;5828;6281;5395;8229;8960
31.12.2020;09377;Tirschenreuth, Landkreis;962;960;1206;1492;970;721;2008;2138;2209;2095;2024;2294;3009;3281;2886;4202;3255;941;903;1198;1435;917;660;1716;1863;1930;1971;1995;2191;2936;3213;2889;4291;4935
31.12.2020;09461;Bamberg, kreisfreie Stadt;1147;1032;1239;1374;857;683;2704;3552;3707;2786;2145;2059;2631;2671;2195;3210;3073;1112;996;1124;1419;824;673;2948;3588;3431;2462;2161;2171;2621;2815;2476;3798;4990
31.12.2020;09462;Bayreuth, kreisfreie Stadt;850;868;1001;1330;836;910;4057;3662;2793;2195;1979;1987;2446;2479;2134;3467;3206;876;825;992;1279;779;858;3743;3066;2487;2017;1907;2054;2487;2606;2430;4311;5131
31.12.2020;09463;Coburg, kreisfreie Stadt;541;511;630;795;511;395;1367;1452;1573;1391;1005;1033;1542;1587;1410;2061;2079;501;476;622;797;453;336;1240;1283;1325;1162;1137;1156;1569;1667;1610;2494;3131
31.12.2020;09464;Hof, kreisfreie Stadt;635;669;814;947;580;457;1455;1477;1516;1291;1196;1253;1666;1721;1573;2372;2135;596;660;792;891;577;425;1282;1315;1397;1221;1270;1325;1738;1773;1626;2989;3539
31.12.2020;09471;Bamberg, Landkreis;2222;2249;2794;3456;2113;1582;4172;4201;4731;4751;4569;4885;6271;6793;5747;7791;5545;2191;2200;2676;3209;2065;1438;3488;3712;4568;4655;4530;4754;6176;6608;5570;7847;7938
31.12.2020;09472;Bayreuth, Landkreis;1363;1436;1838;2407;1471;1024;2660;2665;2913;3134;3017;3324;4441;4783;4189;5968;4752;1332;1324;1726;2227;1438;945;2341;2418;2882;3017;3028;3387;4502;4602;4068;6161;6896
31.12.2020;09473;Coburg, Landkreis;1226;1190;1557;1850;1167;876;2202;2234;2660;2624;2529;2503;3717;3933;3462;4942;4072;1099;1163;1433;1752;1121;739;1912;1991;2502;2589;2467;2672;3614;3948;3449;5377;5999
31.12.2020;09474;Forchheim, Landkreis;1702;1783;2193;2618;1649;1227;3177;3256;3633;3622;3650;3516;4772;5342;4691;6131;4962;1638;1710;2104;2645;1594;1090;2790;2924;3438;3691;3520;3540;4815;5268;4516;6530;6863
31.12.2020;09475;Hof, Landkreis;1185;1143;1510;1901;1238;963;2422;2362;2513;2507;2476;2813;4060;4449;3920;5663;5191;1115;1152;1430;1866;1214;838;2072;2159;2377;2491;2463;2991;4075;4227;3873;6193;7670
